time,x_km,y_km,z_km
1.087,7491.477,6.512,8.682
1.194,7491.476,7.154,9.539
1.303,7491.475,7.803,10.403
1.410,7491.474,8.448,11.264
1.514,7491.473,9.070,12.093
1.621,7491.472,9.709,12.945
1.726,7491.470,10.338,13.784
1.826,7491.469,10.937,14.583
1.928,7491.468,11.546,15.395
2.032,7491.466,12.170,16.227
2.223,7491.463,13.315,17.753
2.515,7491.458,15.066,20.088
2.991,7491.449,17.918,23.890
3.567,7491.436,21.363,28.483
4.316,7491.415,25.853,34.471
5.188,7491.385,31.074,41.431
6.180,7491.345,37.014,49.352
7.305,7491.291,43.752,58.336
8.617,7491.217,51.615,68.820
10.080,7491.120,60.373,80.497
11.718,7490.993,70.188,93.584
13.392,7490.844,80.209,106.945
15.355,7490.644,91.968,122.623
17.446,7490.400,104.490,139.320
19.580,7490.120,117.272,156.363
21.966,7489.768,131.557,175.409
24.488,7489.352,146.662,195.549
27.064,7488.880,162.087,216.116
29.756,7488.337,178.208,237.610
32.479,7487.736,194.509,259.344
35.560,7486.992,212.953,283.937
38.890,7486.112,232.884,310.511
42.240,7485.148,252.932,337.242
45.616,7484.096,273.137,364.181
49.232,7482.880,294.771,393.026
53.123,7481.467,318.050,424.065
58.590,7479.303,350.745,467.658
62.689,7477.541,375.255,500.338
66.631,7475.735,398.820,531.758
71.088,7473.561,425.458,567.275
75.392,7471.329,451.170,601.558
79.896,7468.853,478.076,637.432
84.772,7466.013,507.187,676.247
89.943,7462.819,538.047,717.393
94.941,7459.554,567.860,757.144
99.962,7456.097,597.804,797.069
105.374,7452.175,630.055,840.070
110.976,7447.899,663.426,884.564
116.313,7443.623,695.202,926.932
121.836,7438.990,728.060,970.743
127.751,7433.793,763.233,1017.641
133.888,7428.146,799.696,1066.257
139.782,7422.478,834.692,1112.919
145.880,7416.363,870.870,1161.155
152.590,7409.341,910.641,1214.183
159.627,7401.645,952.314,1269.747
166.244,7394.102,991.457,1321.938
172.794,7386.343,1030.165,1373.548
179.553,7378.033,1070.063,1426.746
187.165,7368.306,1114.947,1486.590
194.457,7358.623,1157.893,1543.852
202.024,7348.202,1202.396,1603.188
209.493,7337.544,1246.257,1661.670
217.132,7326.263,1291.054,1721.399
225.034,7314.189,1337.330,1783.100
233.011,7301.588,1383.964,1845.278
241.024,7288.516,1430.726,1907.628
249.553,7274.146,1480.417,1973.882
257.812,7259.790,1528.439,2037.911
266.359,7244.476,1578.040,2104.045
275.117,7228.305,1628.764,2171.678
283.939,7211.531,1679.749,2239.656
293.057,7193.686,1732.326,2309.759
302.242,7175.193,1785.164,2380.210
310.845,7157.404,1834.540,2446.045
320.366,7137.196,1889.049,2518.723
329.752,7116.742,1942.645,2590.184
339.531,7094.876,1998.334,2664.435
349.113,7072.905,2052.747,2736.985
359.168,7049.277,2109.677,2812.892
369.360,7024.732,2167.209,2889.601
378.962,7001.067,2221.246,2961.650
388.927,6975.962,2277.148,3036.186
399.341,6949.137,2335.376,3113.823
409.828,6921.523,2393.812,3191.737
420.972,6891.528,2455.679,3274.227
432.420,6860.022,2518.994,3358.646
443.995,6827.467,2582.753,3443.657
454.848,6796.314,2642.295,3523.047
466.137,6763.271,2703.983,3605.297
477.459,6729.492,2765.588,3687.436
488.779,6695.079,2826.931,3769.228
500.365,6659.216,2889.439,3852.571
512.183,6621.976,2952.907,3937.195
524.809,6581.460,3020.399,4027.183
537.168,6541.092,3086.131,4114.826
549.672,6499.545,3152.306,4203.059
562.059,6457.704,3217.528,4290.022
575.136,6412.806,3286.025,4381.350
588.319,6366.810,3354.693,4472.908
601.838,6318.883,3424.723,4566.281
615.514,6269.645,3495.150,4660.182
629.140,6219.846,3564.905,4753.189
642.521,6170.234,3633.008,4843.993
655.966,6119.703,3701.026,4934.684
669.864,6066.760,3770.914,5027.867
683.124,6015.596,3837.184,5116.226
696.880,5961.858,3905.516,5207.335
711.106,5905.597,3975.730,5300.954
725.889,5846.413,4048.207,5397.589
740.878,5785.675,4121.186,5494.894
755.458,5725.905,4191.688,5588.897
770.772,5662.416,4265.222,5686.941
786.452,5596.684,4339.958,5786.589
801.839,5531.478,4412.762,5883.661
816.809,5467.397,4483.079,5977.417
832.245,5400.680,4555.054,6073.383
849.242,5326.480,4633.692,6178.233
864.627,5258.680,4704.310,6272.389
881.128,5185.301,4779.471,6372.604
896.697,5115.469,4849.829,6466.414
913.324,5040.269,4924.376,6565.811
929.189,4967.933,4994.943,6659.900
945.112,4894.781,5065.216,6753.596
962.175,4815.805,5139.907,6853.183
978.304,4740.610,5209.930,6946.548
995.276,4660.936,5283.012,7043.989
1012.115,4581.354,5354.913,7139.858
1028.998,4501.044,5426.405,7235.179
1046.217,4418.625,5498.702,7331.576
1064.038,4332.810,5572.872,7430.469
1081.733,4247.091,5645.875,7527.805
1099.345,4161.297,5717.898,7623.835
1117.568,4072.045,5791.758,7722.315
1135.534,3983.593,5863.924,7818.536
1153.113,3896.625,5933.912,7911.854
1205.912,3633.080,6140.492,8187.293
1221.484,3554.729,6200.395,8267.163
1237.067,3476.058,6259.882,8346.479
1253.897,3390.811,6323.615,8431.455
1270.558,3306.144,6386.188,8514.886
1285.741,3228.755,6442.768,8590.325
1300.649,3152.560,6497.916,8663.856
1316.609,3070.776,6556.509,8741.979
1331.174,2995.951,6609.585,8812.747
1345.709,2921.116,6662.174,8882.865
1361.257,2840.883,6718.019,8957.325
1375.740,2765.982,6769.663,9026.184
1390.150,2691.317,6820.686,9094.214
1404.983,2614.315,6872.837,9163.748
1419.536,2538.625,6923.644,9231.491
1433.750,2464.575,6972.924,9297.198
1448.242,2388.954,7022.824,9363.731
1462.448,2314.715,7071.402,9428.501
1477.726,2234.750,7123.282,9497.674
1492.570,2156.943,7173.329,9564.403
1506.489,2083.887,7219.938,9626.548
1520.935,2007.974,7267.987,9690.613
1535.998,1928.723,7317.740,9756.951
1552.023,1844.313,7370.283,9827.007
1565.615,1772.637,7414.542,9886.019
1579.146,1701.217,7458.323,9944.393
1592.537,1630.475,7501.379,10001.802
1606.257,1557.930,7545.219,10060.254
1619.904,1485.716,7588.547,10118.025
1633.575,1413.326,7631.676,10175.530
1647.616,1338.921,7675.692,10234.218
1662.694,1258.965,7722.644,10296.820
1678.273,1176.299,7770.814,10361.047
1692.250,1102.089,7813.741,10418.282
1705.789,1030.165,7855.063,10473.379
1719.875,955.306,7897.784,10530.339
1732.355,888.951,7935.408,10580.504
1746.759,812.333,7978.572,10638.056
1760.513,739.153,8019.523,10692.658
1774.627,664.028,8061.288,10748.344
1789.460,585.056,8104.895,10806.486
1806.118,496.341,8153.525,10871.327
1819.539,424.849,8192.445,10923.219
1832.493,355.835,8229.791,10973.014
1846.855,279.312,8270.945,11027.885
1860.876,204.589,8310.876,11081.126
1874.012,134.583,8348.061,11130.707
1888.678,56.420,8389.325,11185.725
1903.464,-22.391,8430.664,11240.843
1917.023,-94.657,8468.337,11291.074
1931.739,-173.089,8508.977,11345.260
1946.720,-252.925,8550.082,11400.067
1961.181,-329.981,8589.509,11452.637
1975.979,-408.831,8629.607,11506.099
1990.648,-486.977,8669.103,11558.761
2005.019,-563.522,8707.558,11610.034
2017.903,-632.132,8741.834,11655.735
2032.042,-707.413,8779.236,11705.604
2046.365,-783.651,8816.895,11755.817
2061.296,-863.107,8855.914,11807.842
2074.245,-931.997,8889.556,11852.698
2087.446,-1002.208,8923.667,11898.178
2101.959,-1079.371,8960.950,11947.889
2116.357,-1155.902,8997.720,11996.915
2131.994,-1238.978,9037.402,12049.824
2145.655,-1311.535,9071.864,12095.773
2160.180,-1388.645,9108.291,12144.343
2173.678,-1460.274,9141.950,12189.221
2187.335,-1532.717,9175.816,12234.376
2201.825,-1609.542,9211.542,12282.010
2215.494,-1681.983,9245.052,12326.691
2231.158,-1764.956,9283.227,12377.589
2245.666,-1841.762,9318.368,12424.445
2259.055,-1912.611,9350.619,12467.445
2272.980,-1986.256,9383.976,12511.922
2285.457,-2052.208,9413.707,12551.563
2298.898,-2123.223,9445.572,12594.049
2312.286,-2193.920,9477.141,12636.142
2325.867,-2265.600,9508.998,12678.617
2338.590,-2332.709,9538.684,12718.198
2351.713,-2401.896,9569.151,12758.820
2364.743,-2470.545,9599.243,12798.943
2377.351,-2536.941,9628.218,12837.577
2391.269,-2610.186,9660.037,12880.001
2405.398,-2684.501,9692.164,12922.838
2418.992,-2755.952,9722.908,12963.829
2433.752,-2833.480,9756.106,13008.093
2447.562,-2905.967,9786.996,13049.280
2460.381,-2973.212,9815.525,13087.317
2473.142,-3040.110,9843.785,13124.997
2487.809,-3116.945,9876.095,13168.077
2503.093,-3196.951,9909.572,13212.713
2516.710,-3268.180,9939.235,13252.265
2529.752,-3336.357,9967.504,13289.956
2544.653,-3414.190,9999.631,13332.791
2558.134,-3484.556,10028.542,13371.339
2572.270,-3558.284,10058.700,13411.550
2586.305,-3631.431,10088.486,13451.264
2601.091,-3708.434,10119.698,13492.881
2616.421,-3788.200,10151.876,13535.785
2629.106,-3854.151,10178.364,13571.102
2642.553,-3924.016,10206.309,13608.362
2657.032,-3999.180,10236.243,13648.274
2670.560,-4069.355,10264.069,13685.375
2684.368,-4140.919,10292.326,13723.050
2696.940,-4206.032,10317.932,13757.191
2711.594,-4281.870,10347.630,13796.789
2725.063,-4351.515,10374.788,13832.999
2738.627,-4421.593,10402.002,13869.284
2751.434,-4487.712,10427.576,13903.383
2765.442,-4559.967,10455.411,13940.497
2779.886,-4634.416,10483.970,13978.575
2794.090,-4707.557,10511.908,14015.825
2807.238,-4775.206,10537.643,14050.138
2820.918,-4845.535,10564.291,14085.669
2835.043,-4918.088,10591.670,14122.175
2851.258,-5001.303,10622.934,14163.859
2864.757,-5070.508,10648.822,14198.376
2878.104,-5138.885,10674.301,14232.348
2891.382,-5206.844,10699.526,14265.982
2905.746,-5280.298,10726.684,14302.192
2918.806,-5347.031,10751.259,14334.959
2934.315,-5426.201,10780.297,14373.675
2947.378,-5492.824,10804.633,14406.124
2961.055,-5562.515,10829.994,14439.939
2974.590,-5631.429,10854.977,14473.248
3027.975,-5902.631,10952.377,14603.115
3040.538,-5966.319,10975.042,14633.335
3054.051,-6034.759,10999.310,14665.693
3068.378,-6107.258,11024.920,14699.839
3083.164,-6182.003,11051.219,14734.904
3096.398,-6248.843,11074.646,14766.140
3109.615,-6315.538,11097.940,14797.198
3123.709,-6386.596,11122.665,14830.165
3137.741,-6457.270,11147.165,14862.831
3151.382,-6525.915,11170.872,14894.441
3164.255,-6590.634,11193.145,14924.138
3177.268,-6656.003,11215.564,14954.030
3191.050,-6725.170,11239.202,14985.547
3205.868,-6799.466,11264.496,15019.273
3218.681,-6863.650,11286.269,15048.302
3232.069,-6930.652,11308.919,15078.503
3245.507,-6997.841,11331.553,15108.682
3258.925,-7064.872,11354.055,15138.684
3274.063,-7140.421,11379.323,15172.374
3287.628,-7208.052,11401.858,15202.421
3301.736,-7278.323,11425.190,15233.530
3315.669,-7347.658,11448.129,15264.115
3329.508,-7416.456,11470.809,15294.355
3343.017,-7483.552,11492.850,15323.743
3357.151,-7553.688,11515.810,15354.356
3371.327,-7623.959,11538.731,15384.917
3383.785,-7685.659,11558.789,15411.661
3396.911,-7750.610,11579.835,15439.723
3409.788,-7814.267,11600.395,15467.136
3427.560,-7902.034,11628.634,15504.788
3441.231,-7969.476,11650.248,15533.607
3453.931,-8032.065,11670.242,15560.264
3467.824,-8100.475,11692.022,15589.305
3481.305,-8166.793,11713.066,15617.363
3494.601,-8232.137,11733.732,15644.917
3507.458,-8295.267,11753.633,15671.453
3519.749,-8355.564,11772.584,15696.720
3532.049,-8415.857,11791.476,15721.909
3545.944,-8483.900,11812.728,15750.246
3558.795,-8546.774,11832.302,15776.345
3572.794,-8615.199,11853.536,15804.656
3584.864,-8674.144,11871.770,15828.967
3598.335,-8739.872,11892.040,15855.994
3611.116,-8802.172,11911.192,15881.530
3624.598,-8867.833,11931.313,15908.359
3637.682,-8931.492,11950.760,15934.287
3650.785,-8995.186,11970.157,15960.149
3663.859,-9058.681,11989.432,15985.850
3676.755,-9121.253,12008.370,16011.100
3690.350,-9187.156,12028.253,16037.611
3706.035,-9263.112,12051.090,16068.060
3719.902,-9330.199,12071.190,16094.861
3733.031,-9393.648,12090.141,16120.128
3745.254,-9452.669,12107.717,16143.562
3758.435,-9516.256,12126.596,16168.735
3772.786,-9585.425,12147.067,16196.029
3785.379,-9646.060,12164.956,16219.882
3798.288,-9708.162,12183.225,16244.239
3810.801,-9768.304,12200.864,16267.758
3824.288,-9833.069,12219.803,16293.010
3837.208,-9895.053,12237.874,16317.104
3850.678,-9959.617,12256.640,16342.125
3863.593,-10021.463,12274.561,16366.021
3876.508,-10083.252,12292.414,16389.824
3889.465,-10145.182,12310.254,16413.611
3901.687,-10203.548,12327.020,16435.966
3914.957,-10266.865,12345.156,16460.147
3928.426,-10331.070,12363.490,16484.592
3940.937,-10390.656,12380.456,16507.213
3954.116,-10453.360,12398.258,16530.949
3967.270,-10515.890,12415.958,16554.549
3980.585,-10579.127,12433.805,16578.345
3993.478,-10640.305,12451.020,16601.299
4007.012,-10704.465,12469.022,16625.301
4020.323,-10767.503,12486.656,16648.813
4033.288,-10828.848,12503.766,16671.626
4046.503,-10891.322,12521.141,16694.793
4059.835,-10954.287,12538.601,16718.073
4072.520,-11014.141,12555.151,16740.139
4086.963,-11082.223,12573.919,16765.163
4100.418,-11145.591,12591.335,16788.384
4113.483,-11207.058,12608.179,16810.843
4126.130,-11266.510,12624.425,16832.504
4138.803,-11326.028,12640.645,16854.130
4151.704,-11386.568,12657.097,16876.066
4165.365,-11450.608,12674.450,16899.203
4178.016,-11509.861,12690.459,16920.550
4191.074,-11570.965,12706.924,16942.502
4204.543,-11633.934,12723.842,16965.059
4218.778,-11700.420,12741.651,16988.805
4233.903,-11770.988,12760.495,17013.930
4246.994,-11832.006,12776.739,17035.589
4259.884,-11892.032,12792.675,17056.836
4272.613,-11951.259,12808.355,17077.744
4285.806,-12012.586,12824.547,17099.332
4298.343,-12070.811,12839.877,17119.773
4311.935,-12133.877,12856.436,17141.851
4324.407,-12191.698,12871.576,17162.038
4336.971,-12249.891,12886.773,17182.300
4349.964,-12310.017,12902.432,17203.179
4363.006,-12370.318,12918.094,17224.061
4375.341,-12427.296,12932.853,17243.740
4388.474,-12487.910,12948.512,17264.618
4401.130,-12546.268,12963.547,17284.665
4413.884,-12605.026,12978.645,17304.795
4426.753,-12664.262,12993.825,17325.035
4440.748,-12728.621,13010.272,17346.964
4453.102,-12785.381,13024.736,17366.251
4466.299,-12845.963,13040.134,17386.781
4479.155,-12904.923,13055.079,17406.708
4492.965,-12968.199,13071.074,17428.034
4506.968,-13032.302,13087.231,17449.577
4520.348,-13093.490,13102.610,17470.082
4533.790,-13154.909,13118.004,17490.607
4547.098,-13215.657,13133.188,17510.852
4560.677,-13277.587,13148.625,17531.434
4575.047,-13343.057,13164.897,17553.131
4588.386,-13403.776,13179.945,17573.195
4601.545,-13463.618,13194.736,17592.916
4614.206,-13521.143,13208.917,17611.824
4627.926,-13583.425,13224.229,17632.240
4641.899,-13646.797,13239.765,17652.955
4654.942,-13705.892,13254.213,17672.219
4668.064,-13765.296,13268.698,17691.532
4681.098,-13824.246,13283.034,17710.647
4694.666,-13885.559,13297.905,17730.474
4708.915,-13949.882,13313.462,17751.216
4722.389,-14010.652,13328.118,17770.758
4736.034,-14072.135,13342.906,17790.475
4749.754,-14133.899,13357.720,17810.227
4763.838,-14197.246,13372.872,17830.429
4777.309,-14257.771,13387.309,17849.679
4829.706,-14492.680,13442.973,17923.897
4845.747,-14564.428,13459.858,17946.411
4859.707,-14626.805,13474.494,17965.926
4873.232,-14687.181,13488.622,17984.763
4889.008,-14757.535,13505.038,18006.650
4901.973,-14815.297,13518.477,18024.568
4915.654,-14876.196,13532.608,18043.410
4931.358,-14946.030,13548.766,18064.954
4945.025,-15006.744,13562.773,18083.630
4958.123,-15064.880,13576.150,18101.465
4972.220,-15127.391,13590.495,18120.592
4985.807,-15187.584,13604.270,18138.959
4998.665,-15244.498,13617.262,18156.281
5012.430,-15305.371,13631.121,18174.760
5025.350,-15362.457,13644.083,18192.043
5038.710,-15421.435,13657.441,18209.854
5051.340,-15477.143,13670.027,18226.634
5064.642,-15535.762,13683.236,18244.247
5077.410,-15591.981,13695.873,18261.096
5090.816,-15650.956,13709.095,18278.726
5104.162,-15709.612,13722.212,18296.214
5116.980,-15765.902,13734.767,18312.955
5129.952,-15822.818,13747.431,18329.840
5142.081,-15875.989,13759.232,18345.575
5154.771,-15931.579,13771.541,18361.987
5167.151,-15985.760,13783.509,18377.944
5179.868,-16041.374,13795.764,18394.283
5192.493,-16096.534,13807.888,18410.449
5205.203,-16152.023,13820.056,18426.672
5217.459,-16205.483,13831.750,18442.265
5231.689,-16267.502,13845.282,18460.308
5244.998,-16325.454,13857.893,18477.122
5259.375,-16387.998,13871.468,18495.222
5272.936,-16446.939,13884.226,18512.232
5285.948,-16503.444,13896.426,18528.499
5300.152,-16565.067,13909.696,18546.193
5313.688,-16623.740,13922.298,18562.994
5326.353,-16678.593,13934.049,18578.663
5339.158,-16734.003,13945.891,18594.453
5353.235,-16794.866,13958.866,18611.752
5366.275,-16851.194,13970.842,18627.720
5378.929,-16905.806,13982.426,18643.165
5392.148,-16962.812,13994.487,18659.247
5406.989,-17026.754,14007.980,18677.237
5420.863,-17086.472,14020.547,18693.993
5446.406,-17196.276,14043.569,18724.689
5460.078,-17254.972,14055.830,18741.036
5473.421,-17312.208,14067.755,18756.936
5488.501,-17376.834,14081.184,18774.842
5502.589,-17437.155,14093.683,18791.508
5516.885,-17498.306,14106.321,18808.358
5530.318,-17555.714,14118.155,18824.136
5546.120,-17623.186,14132.025,18842.629
5559.789,-17681.493,14143.977,18858.566
5574.062,-17742.320,14156.414,18875.148
5587.240,-17798.433,14167.857,18890.406
5600.284,-17853.926,14179.146,18905.458
5613.892,-17911.773,14190.884,18921.109
5627.343,-17968.900,14202.448,18936.526
5640.388,-18024.255,14213.624,18951.429
5653.035,-18077.879,14224.425,18965.830
5665.822,-18132.049,14235.311,18980.344
5678.552,-18185.935,14246.113,18994.747
5692.433,-18244.644,14257.854,19010.401
5705.509,-18299.902,14268.876,19025.097
5718.267,-18353.768,14279.595,19039.389
5731.210,-18408.373,14290.435,19053.842
5743.913,-18461.921,14301.040,19067.982
5757.171,-18517.763,14312.072,19082.692
5769.852,-18571.131,14322.590,19096.716
5782.753,-18625.378,14333.257,19110.938
5795.606,-18679.382,14343.850,19125.062
5808.702,-18734.359,14354.608,19139.406
5821.932,-18789.855,14365.441,19153.850
5835.348,-18846.081,14376.390,19168.449
5848.077,-18899.388,14386.745,19182.255
5860.664,-18952.053,14396.952,19195.864
5874.498,-19009.890,14408.133,19210.773
5887.417,-19063.854,14418.540,19224.649
5900.121,-19116.880,14428.742,19238.252
5913.075,-19170.904,14439.112,19252.078
5926.430,-19226.555,14449.768,19266.286
5939.346,-19280.333,14460.040,19279.982
5952.728,-19336.004,14470.649,19294.126
5966.322,-19392.509,14481.389,19308.447
5978.783,-19444.260,14491.203,19321.532
5990.646,-19493.493,14500.517,19333.951
6003.603,-19547.226,14510.661,19347.476
6016.704,-19601.508,14520.883,19361.106
6030.167,-19657.245,14531.354,19375.067
6043.489,-19712.355,14541.682,19388.837
6056.637,-19766.697,14551.841,19402.382
6069.001,-19817.758,14561.364,19415.080
6082.356,-19872.869,14571.619,19428.753
6095.063,-19925.261,14581.345,19441.720
6108.434,-19980.348,14591.546,19455.322
6122.175,-20036.916,14601.996,19469.255
6134.986,-20089.608,14611.706,19482.202
6148.066,-20143.364,14621.588,19495.379
6160.724,-20195.344,14631.122,19508.091
6173.236,-20246.683,14640.517,19520.617
6185.741,-20297.957,14649.878,19533.098
6198.591,-20350.601,14659.468,19545.884
6211.454,-20403.259,14669.037,19558.643
6225.064,-20458.927,14679.129,19572.099
6238.036,-20511.944,14688.717,19584.884
6250.999,-20564.885,14698.269,19597.619
6264.639,-20620.542,14708.287,19610.976
6278.890,-20678.642,14718.718,19624.884
6291.607,-20730.443,14727.995,19637.253
6305.822,-20788.304,14738.332,19651.036
6322.507,-20856.151,14750.419,19667.152
6336.865,-20914.479,14760.781,19680.968
6350.778,-20970.952,14770.788,19694.311
6363.861,-21024.015,14780.168,19706.817
6379.865,-21088.863,14791.600,19722.060
6393.087,-21142.392,14801.012,19734.609
6407.007,-21198.701,14810.889,19747.778
6420.393,-21252.807,14820.355,19760.400
6434.232,-21308.695,14830.110,19773.406
6447.105,-21360.639,14839.154,19785.465
6459.736,-21411.571,14848.001,19797.261
6472.866,-21464.470,14857.169,19809.485
6486.116,-21517.811,14866.391,19821.781
6498.926,-21569.344,14875.280,19833.632
6512.594,-21624.281,14884.733,19846.236
6527.025,-21682.233,14894.679,19859.498
6540.478,-21736.216,14903.921,19871.821
6553.654,-21789.043,14912.944,19883.851
6567.158,-21843.144,14922.162,19896.141
6578.930,-21890.270,14930.173,19906.823
6591.123,-21939.045,14938.446,19917.854
6603.977,-21990.429,14947.142,19929.449
6616.357,-22039.876,14955.492,19940.581
6635.471,-22116.151,14968.335,19957.705
6649.251,-22171.089,14977.557,19970.002
6664.004,-22229.853,14987.397,19983.122
6677.943,-22285.330,14996.662,19995.475
6690.877,-22336.762,15005.231,20006.901
6703.530,-22387.041,15013.589,20018.044
6716.311,-22437.789,15022.005,20029.265
6729.341,-22489.488,15030.559,20040.671
6742.101,-22540.076,15038.910,20051.805
6755.136,-22591.716,15047.414,20063.144
6768.195,-22643.411,15055.908,20074.469
6780.821,-22693.351,15064.094,20085.384
6795.651,-22751.965,15073.679,20098.163
6808.889,-22804.241,15082.205,20109.532
6824.761,-22866.869,15092.393,20123.116
6837.752,-22918.080,15100.702,20134.195
6852.188,-22974.947,15109.906,20146.467
6866.789,-23032.414,15119.183,20158.836
6880.835,-23087.649,15128.077,20170.695
6893.828,-23138.702,15136.277,20181.628
6908.227,-23195.235,15145.336,20193.706
6921.041,-23245.507,15153.371,20204.419
6935.684,-23302.904,15162.522,20216.621
6948.382,-23352.641,15170.433,20227.168
6963.652,-23412.403,15179.914,20239.810
6979.516,-23474.433,15189.727,20252.894
6992.384,-23524.705,15197.660,20263.471
7006.195,-23578.620,15206.147,20274.787
7020.344,-23633.810,15214.813,20286.342
7034.166,-23687.679,15223.250,20297.592
7047.364,-23739.076,15231.281,20308.299
7061.020,-23792.220,15239.564,20319.344
7075.081,-23846.891,15248.065,20330.677
7089.553,-23903.113,15256.784,20342.302
7104.308,-23960.389,15265.643,20354.114
7118.491,-24015.399,15274.129,20365.429
7131.677,-24066.503,15281.993,20375.915
7145.996,-24121.951,15290.505,20387.264
7159.710,-24175.014,15298.630,20398.098
7174.092,-24230.617,15307.122,20409.421
7187.542,-24282.574,15315.038,20419.975
7202.896,-24341.839,15324.044,20431.982
7216.500,-24394.308,15331.996,20442.585
7230.340,-24447.643,15340.060,20453.337
7244.563,-24502.410,15348.319,20464.349
7257.140,-24550.802,15355.599,20474.055
7271.012,-24604.134,15363.603,20484.728
7284.276,-24655.092,15371.232,20494.900
7298.509,-24709.728,15379.392,20505.779
7312.583,-24763.711,15387.433,20516.501
7325.795,-24814.349,15394.958,20526.534
7338.602,-24863.399,15402.229,20536.229
7353.076,-24918.789,15410.420,20547.151
7365.990,-24968.171,15417.705,20556.864
7381.695,-25028.179,15426.535,20568.636
7394.738,-25077.972,15433.842,20578.379
7407.444,-25126.447,15440.939,20587.842
7419.995,-25174.292,15447.928,20597.161
7433.111,-25224.258,15455.211,20606.871
7447.712,-25279.838,15463.291,20617.644
7461.912,-25333.846,15471.122,20628.086
7476.216,-25388.208,15478.984,20638.568
7490.456,-25442.282,15486.784,20648.969
7505.681,-25500.046,15495.095,20660.049
7518.660,-25549.253,15502.156,20669.464
7532.151,-25600.362,15509.473,20679.220
7546.490,-25654.643,15517.224,20689.555
7560.021,-25705.823,15524.514,20699.275
7572.938,-25754.643,15531.451,20708.524
7588.218,-25812.351,15539.630,20719.430
7601.912,-25864.030,15546.936,20729.170
7617.071,-25921.188,15554.994,20739.915
7631.609,-25975.961,15562.696,20750.184
7647.025,-26033.992,15570.834,20761.035
7662.019,-26090.388,15578.721,20771.550
7675.567,-26141.304,15585.822,20781.019
7690.318,-26196.700,15593.529,20791.295
7704.151,-26248.605,15600.732,20800.898
7717.034,-26296.913,15607.419,20809.815
7729.350,-26343.057,15613.792,20818.312
7741.777,-26389.592,15620.204,20826.862
7754.936,-26438.829,15626.973,20835.887
7767.931,-26487.418,15633.637,20844.772
7782.022,-26540.066,15640.840,20854.376
7795.134,-26589.017,15647.521,20863.284
7809.282,-26641.798,15654.706,20872.864
7824.518,-26698.594,15662.418,20883.146
7837.981,-26748.740,15669.208,20892.200
7850.682,-26796.012,15675.594,20900.715
7864.337,-26846.803,15682.439,20909.841
7879.069,-26901.555,15689.799,20919.654
7892.866,-26952.789,15696.668,20928.813
7905.797,-27000.774,15703.085,20937.369
7919.905,-27053.088,15710.065,20946.675
7933.069,-27101.869,15716.556,20955.330
7946.033,-27149.870,15722.929,20963.827
7960.148,-27202.096,15729.845,20973.049
7972.524,-27247.854,15735.890,20981.109
7985.604,-27296.182,15742.260,20989.602
8000.380,-27350.734,15749.432,20999.164
8013.246,-27398.203,15755.657,21007.464
8026.984,-27448.850,15762.282,21016.298
8040.874,-27500.017,15768.958,21025.199
8055.821,-27555.035,15776.118,21034.746
8069.283,-27604.549,15782.545,21043.315
8083.794,-27657.885,15789.450,21052.521
8099.028,-27713.830,15796.673,21062.152
8112.194,-27762.144,15802.894,21070.447
8126.206,-27813.526,15809.494,21079.247
8138.884,-27859.980,15815.446,21087.183
8153.102,-27912.042,15822.100,21096.055
8168.189,-27967.243,15829.137,21105.437
8181.790,-28016.968,15835.458,21113.866
8196.137,-28069.379,15842.104,21122.727
8210.008,-28120.017,15848.509,21131.266
8222.564,-28165.816,15854.287,21138.970
8235.195,-28211.864,15860.083,21146.698
8249.113,-28262.563,15866.449,21155.186
8262.782,-28312.321,15872.680,21163.495
8276.693,-28362.924,15879.001,21171.923
8289.688,-28410.160,15884.887,21179.771
8303.357,-28459.810,15891.059,21188.000
8315.670,-28504.503,15896.601,21195.389
8329.298,-28553.935,15902.715,21203.542
8342.761,-28602.734,15908.737,21211.570
8356.069,-28650.937,15914.669,21219.480
8371.143,-28705.495,15921.367,21228.410
8383.997,-28751.986,15927.059,21236.000
8396.869,-28798.507,15932.741,21243.576
8410.125,-28846.384,15938.575,21251.354
8423.945,-28896.265,15944.637,21259.437
8472.342,-29070.650,15965.708,21287.532
8487.584,-29125.481,15972.294,21296.313
8500.704,-29172.641,15977.944,21303.845
8515.788,-29226.820,15984.417,21312.476
8528.481,-29272.380,15989.846,21319.715
8542.173,-29321.491,15995.684,21327.499
8555.771,-29370.228,16001.462,21335.203
8570.486,-29422.931,16007.694,21343.513
8583.658,-29470.074,16013.254,21350.926
8596.345,-29515.450,16018.592,21358.044
8609.367,-29561.992,16024.055,21365.327
8623.261,-29611.619,16029.864,21373.073
8636.869,-29660.184,16035.535,21380.634
8649.994,-29706.995,16040.987,21387.903
8665.412,-29761.945,16047.370,21396.413
8679.478,-29812.040,16053.172,21404.150
8692.991,-29860.127,16058.727,21411.557
8706.035,-29906.513,16064.073,21418.684
8719.397,-29954.001,16069.531,21425.962
8733.420,-30003.800,16075.240,21433.574
8746.812,-30051.323,16080.675,21440.820
8761.197,-30102.337,16086.492,21448.577
8775.549,-30153.193,16092.276,21456.289
8788.786,-30200.068,16097.594,21463.378
8802.105,-30247.198,16102.926,21470.488
8815.102,-30293.160,16108.114,21477.405
8830.259,-30346.718,16114.142,21485.443
8844.529,-30397.106,16119.798,21492.983
