time,x_km,y_km,z_km
97722.545,-98738.203,-10337.089,-13782.734
97793.202,-98673.373,-10362.412,-13816.498
97858.276,-98613.493,-10385.716,-13847.570
97925.347,-98551.602,-10409.717,-13879.571
97992.474,-98489.483,-10433.719,-13911.574
98057.285,-98429.339,-10456.876,-13942.449
98123.193,-98368.008,-10480.406,-13973.823
98187.205,-98308.278,-10503.242,-14004.271
98251.157,-98248.442,-10526.040,-14034.668
98314.712,-98188.819,-10548.679,-14064.853
98381.092,-98126.375,-10572.305,-14096.355
98442.189,-98068.747,-10594.036,-14125.328
98508.302,-98006.222,-10617.532,-14156.656
98568.704,-97948.947,-10638.981,-14185.256
98631.525,-97889.224,-10661.274,-14214.979
98695.237,-97828.496,-10683.865,-14245.100
98756.673,-97769.784,-10705.632,-14274.123
98822.633,-97706.582,-10728.984,-14305.259
98885.824,-97645.871,-10751.338,-14335.064
98946.953,-97586.989,-10772.946,-14363.875
99007.876,-97528.159,-10794.465,-14392.566
99068.542,-97469.429,-10815.876,-14421.115
99130.971,-97408.840,-10837.893,-14450.470
99191.945,-97349.512,-10859.380,-14479.120
99251.225,-97291.690,-10880.255,-14506.952
99293.146,-97250.715,-10895.007,-14526.621
99338.627,-97206.181,-10911.003,-14547.949
99385.447,-97160.249,-10927.460,-14569.892
99431.271,-97115.210,-10943.557,-14591.356
99475.413,-97071.744,-10959.055,-14612.019
99520.372,-97027.393,-10974.830,-14633.053
99566.245,-96982.057,-10990.917,-14654.501
99612.395,-96936.361,-11007.091,-14676.067
99657.533,-96891.584,-11022.901,-14697.147
99707.146,-96842.274,-11040.268,-14720.302
99754.309,-96795.307,-11056.767,-14742.301
99798.369,-96751.349,-11072.171,-14762.839
99844.683,-96705.058,-11088.353,-14784.415
99889.119,-96660.562,-11103.869,-14805.104
99932.706,-96616.839,-11119.081,-14825.386
99975.068,-96574.272,-11133.856,-14845.086
100017.822,-96531.237,-11148.759,-14864.957
100059.334,-96489.380,-11163.222,-14884.241
100104.179,-96444.085,-11178.836,-14905.059
100147.488,-96400.264,-11193.907,-14925.154
100193.067,-96354.064,-11209.758,-14946.289
100236.376,-96310.086,-11224.811,-14966.359
100281.302,-96264.387,-11240.416,-14987.165
100344.077,-96200.392,-11262.205,-15016.217
100392.334,-96151.089,-11278.942,-15038.534
100437.472,-96104.886,-11294.588,-15059.394
100484.211,-96056.958,-11310.777,-15080.980
100530.214,-96009.696,-11326.702,-15102.213
100590.823,-95947.298,-11347.667,-15130.167
100654.020,-95882.075,-11369.509,-15159.289
100715.074,-95818.908,-11390.591,-15187.399
100775.791,-95755.939,-11411.539,-15215.329
100836.687,-95692.632,-11432.531,-15243.318
100879.861,-95647.656,-11447.403,-15263.147
100928.071,-95597.343,-11463.999,-15285.275
100970.165,-95553.336,-11478.479,-15304.582
101013.178,-95508.293,-11493.267,-15324.299
101058.531,-95460.715,-11508.850,-15345.076
101103.497,-95413.461,-11524.289,-15365.662
101148.205,-95366.395,-11539.630,-15386.116
101190.653,-95321.632,-11554.186,-15405.524
101235.877,-95273.859,-11569.684,-15426.188
101281.957,-95225.095,-11585.465,-15447.230
101329.828,-95174.343,-11601.848,-15469.074
101377.086,-95124.148,-11618.010,-15490.623
101427.394,-95070.611,-11635.203,-15513.546
101476.040,-95018.743,-11651.815,-15535.696
101518.117,-94973.800,-11666.174,-15554.841
101561.937,-94926.917,-11681.119,-15574.767
101609.744,-94875.677,-11697.412,-15596.491
101654.516,-94827.604,-11712.660,-15616.822
101700.838,-94777.779,-11728.425,-15637.842
101858.897,-94607.093,-11782.135,-15709.455
101904.653,-94557.486,-11797.659,-15730.154
101956.786,-94500.860,-11815.333,-15753.719
102003.011,-94450.556,-11830.993,-15774.598
102051.463,-94397.731,-11847.395,-15796.467
102099.221,-94345.567,-11863.550,-15818.007
102144.929,-94295.552,-11879.000,-15838.608
102188.572,-94247.715,-11893.742,-15858.263
102229.810,-94202.441,-11907.662,-15876.823
102272.064,-94155.977,-11921.915,-15895.828
102315.852,-94107.747,-11936.677,-15915.510
102359.091,-94060.042,-11951.243,-15934.931
102405.881,-94008.331,-11966.994,-15955.932
102452.154,-93957.099,-11982.559,-15976.686
102495.183,-93909.378,-11997.023,-15995.971
102542.328,-93857.003,-12012.859,-16017.085
102593.105,-93800.488,-12029.901,-16039.808
102636.650,-93751.935,-12044.505,-16059.280
102680.987,-93702.416,-12059.364,-16079.092
102724.484,-93653.754,-12073.931,-16098.514
102769.369,-93603.455,-12088.952,-16118.542
102819.161,-93547.557,-12105.602,-16140.742
102862.545,-93498.767,-12120.098,-16160.071
102911.546,-93443.564,-12136.459,-16181.885
102955.576,-93393.873,-12151.148,-16201.471
103001.511,-93341.946,-12166.462,-16221.889
103048.026,-93289.269,-12181.957,-16242.549
103093.266,-93237.948,-12197.016,-16262.627
103140.799,-93183.933,-12212.825,-16283.706
103183.989,-93134.767,-12227.179,-16302.845
103228.923,-93083.533,-12242.102,-16322.742
103294.490,-93008.617,-12263.856,-16351.747
103355.821,-92938.373,-12284.183,-16378.850
103411.526,-92874.433,-12302.627,-16403.441
103455.179,-92824.233,-12317.068,-16422.696
103498.448,-92774.394,-12331.371,-16441.767
103540.996,-92725.307,-12345.426,-16460.506
103587.294,-92671.805,-12360.707,-16480.881
103637.710,-92613.438,-12377.334,-16503.050
103683.864,-92559.910,-12392.542,-16523.327
103732.405,-92503.514,-12408.523,-16544.636
103777.613,-92450.898,-12423.395,-16564.465
103824.520,-92396.211,-12438.813,-16585.022
103871.010,-92341.917,-12454.081,-16605.380
103918.926,-92285.858,-12469.804,-16626.344
103959.054,-92238.834,-12482.962,-16643.887
104002.195,-92188.202,-12497.097,-16662.733
104047.051,-92135.471,-12511.781,-16682.313
104090.416,-92084.409,-12525.967,-16701.227
104136.633,-92029.898,-12541.073,-16721.369
104181.825,-91976.507,-12555.832,-16741.047
104243.681,-91903.284,-12576.013,-16767.955
104304.272,-91831.395,-12595.760,-16794.284
104362.841,-91761.753,-12614.826,-16819.706
104424.666,-91688.076,-12634.930,-16846.511
104466.920,-91637.626,-12648.657,-16864.813
104509.253,-91587.002,-12662.399,-16883.135
104551.300,-91536.642,-12676.037,-16901.319
104596.776,-91482.088,-12690.774,-16920.970
104641.728,-91428.072,-12705.330,-16940.377
104684.808,-91376.224,-12719.268,-16958.961
104729.681,-91322.130,-12733.774,-16978.302
104773.728,-91268.944,-12748.001,-16997.271
104824.950,-91206.988,-12764.530,-17019.310
104866.077,-91157.158,-12777.790,-17036.990
104925.045,-91085.581,-12796.783,-17062.314
104970.172,-91030.701,-12811.304,-17081.675
105011.664,-90980.161,-12824.644,-17099.462
105060.235,-90920.902,-12840.246,-17120.265
105119.615,-90848.311,-12859.301,-17145.670
105180.733,-90773.434,-12878.889,-17171.788
105241.576,-90698.727,-12898.366,-17197.758
105302.681,-90623.532,-12917.904,-17223.807
105343.822,-90572.811,-12931.044,-17241.328
105385.433,-90521.432,-12944.324,-17259.035
105430.519,-90465.676,-12958.700,-17278.203
105477.539,-90407.432,-12973.679,-17298.175
105519.182,-90355.765,-12986.934,-17315.847
105563.938,-90300.149,-13001.166,-17334.824
105607.122,-90246.401,-13014.887,-17353.118
105653.717,-90188.313,-13029.677,-17372.839
105696.052,-90135.452,-13043.104,-17390.740
105738.371,-90082.529,-13056.513,-17408.619
105780.879,-90029.289,-13069.970,-17426.562
105833.857,-89962.822,-13086.726,-17448.903
105880.389,-89904.337,-13101.428,-17468.505
105924.343,-89849.002,-13115.302,-17487.004
105965.153,-89797.547,-13128.172,-17504.164
106006.435,-89745.420,-13141.180,-17521.507
106048.943,-89691.664,-13154.562,-17539.350
106112.550,-89611.073,-13174.564,-17566.020
106173.233,-89534.015,-13193.621,-17591.430
106230.289,-89461.411,-13211.517,-17615.290
106289.664,-89385.696,-13230.117,-17640.090
106332.149,-89331.422,-13243.411,-17657.816
106378.572,-89272.022,-13257.924,-17677.166
106418.970,-89220.251,-13270.541,-17693.989
106460.412,-89167.065,-13283.473,-17711.231
106504.297,-89110.657,-13297.154,-17729.473
106549.926,-89051.914,-13311.365,-17748.420
106596.116,-88992.352,-13325.736,-17767.582
106639.192,-88936.717,-13339.125,-17785.434
106682.533,-88880.653,-13352.583,-17803.378
106726.076,-88824.241,-13366.091,-17821.389
106771.596,-88765.174,-13380.199,-17840.198
106812.913,-88711.478,-13392.991,-17857.255
106858.371,-88652.309,-13407.051,-17876.002
106898.364,-88600.174,-13419.410,-17892.480
107060.658,-88387.849,-13469.445,-17959.194
107121.581,-88307.830,-13488.180,-17984.173
107180.588,-88230.162,-13506.300,-18008.333
107240.238,-88151.484,-13524.592,-18032.723
107280.077,-88098.844,-13536.795,-18048.993
107323.037,-88041.996,-13549.942,-18066.521
107370.000,-87979.753,-13564.297,-18085.663
107417.009,-87917.346,-13578.652,-18104.801
107460.170,-87859.956,-13591.817,-18122.355
107503.099,-87802.787,-13604.898,-18139.796
107551.360,-87738.415,-13619.587,-18159.382
107593.393,-87682.261,-13632.367,-18176.422
107644.343,-87614.084,-13647.841,-18197.054
107685.773,-87558.554,-13660.410,-18213.812
107726.694,-87503.628,-13672.811,-18230.347
107774.800,-87438.957,-13687.375,-18249.765
107816.400,-87382.943,-13699.955,-18266.539
107860.272,-87323.782,-13713.209,-18284.210
107901.239,-87268.456,-13725.571,-18300.694
107941.325,-87214.243,-13737.656,-18316.807
107984.440,-87155.849,-13750.641,-18334.119
108042.709,-87076.789,-13768.167,-18357.488
108098.543,-87000.882,-13784.937,-18379.848
108158.764,-86918.845,-13802.998,-18403.929
108214.872,-86842.255,-13819.801,-18426.333
108273.450,-86762.134,-13837.318,-18449.689
108327.953,-86687.437,-13853.594,-18471.390
108385.084,-86608.988,-13870.629,-18494.103
108424.310,-86555.033,-13882.311,-18509.679
108462.671,-86502.198,-13893.724,-18524.896
108504.145,-86444.996,-13906.050,-18541.331
108545.998,-86387.186,-13918.476,-18557.899
108587.320,-86330.028,-13930.731,-18574.238
108631.892,-86268.282,-13943.934,-18591.843
108675.613,-86207.621,-13956.870,-18609.091
108719.122,-86147.163,-13969.729,-18626.236
108759.791,-86090.569,-13981.735,-18642.244
108803.254,-86029.998,-13994.552,-18659.333
108843.650,-85973.620,-14006.450,-18675.198
108884.866,-85916.016,-14018.577,-18691.367
108927.888,-85855.798,-14031.222,-18708.226
108972.551,-85793.190,-14044.332,-18725.707
109016.273,-85731.807,-14057.151,-18742.799
109063.396,-85665.545,-14070.951,-18761.198
109109.820,-85600.159,-14084.528,-18779.301
109147.817,-85546.565,-14095.627,-18794.100
109186.405,-85492.064,-14106.888,-18809.114
109227.833,-85433.471,-14118.964,-18825.215
109271.038,-85372.276,-14131.543,-18841.987
109312.299,-85313.748,-14143.542,-18857.986
109357.509,-85249.524,-14156.673,-18875.494
109396.811,-85193.611,-14168.075,-18890.697
109438.422,-85134.331,-14180.133,-18906.774
109481.566,-85072.775,-14192.621,-18923.424
109526.320,-85008.826,-14205.558,-18940.673
109568.371,-84948.650,-14217.698,-18956.861
109613.171,-84884.444,-14230.616,-18974.085
109659.732,-84817.608,-14244.025,-18991.963
109702.755,-84755.756,-14256.399,-19008.461
109742.497,-84698.539,-14267.815,-19023.682
109783.105,-84639.994,-14279.466,-19039.218
109826.508,-84577.331,-14291.904,-19055.801
109870.563,-84513.628,-14304.513,-19072.613
109915.272,-84448.883,-14317.292,-19089.652
109959.677,-84384.479,-14329.968,-19106.553
110005.114,-84318.476,-14342.921,-19123.823
110046.694,-84257.985,-14354.759,-19139.607
110088.290,-84197.386,-14366.586,-19155.377
110131.069,-84134.971,-14378.735,-19171.576
110173.394,-84073.131,-14390.740,-19187.582
110222.537,-84001.215,-14404.659,-19206.140
110264.132,-83940.249,-14416.424,-19221.827
110323.192,-83853.536,-14433.103,-19244.065
110377.683,-83773.375,-14448.465,-19264.548
110416.040,-83716.860,-14459.262,-19278.945
110454.973,-83659.419,-14470.210,-19293.541
110496.259,-83598.424,-14481.804,-19309.000
110538.881,-83535.364,-14493.757,-19324.938
110580.061,-83474.351,-14505.291,-19340.316
110620.815,-83413.882,-14516.692,-19355.517
110662.344,-83352.179,-14528.293,-19370.986
110709.398,-83282.160,-14541.420,-19388.488
110752.946,-83217.259,-14553.551,-19404.663
110796.326,-83152.510,-14565.619,-19420.753
110838.220,-83089.891,-14577.257,-19436.270
110877.790,-83030.660,-14588.235,-19450.908
110918.530,-82969.596,-14599.523,-19465.959
110960.681,-82906.328,-14611.187,-19481.510
111002.954,-82842.785,-14622.868,-19497.084
111042.449,-82783.335,-14633.766,-19511.616
111084.448,-82720.028,-14645.341,-19527.048
111134.037,-82645.164,-14658.986,-19545.242
111176.826,-82580.464,-14670.742,-19560.916
111220.449,-82514.405,-14682.710,-19576.874
111264.164,-82448.109,-14694.685,-19592.841
111306.649,-82383.583,-14706.307,-19608.337
111350.196,-82317.347,-14718.202,-19624.197
111391.467,-82254.483,-14729.460,-19639.206
111437.201,-82184.719,-14741.915,-19655.814
111484.771,-82112.038,-14754.851,-19673.061
111531.263,-82040.889,-14767.473,-19689.890
111575.873,-81972.516,-14779.565,-19706.013
111620.908,-81903.385,-14791.753,-19722.264
111661.405,-81841.131,-14802.696,-19736.855
111710.326,-81765.813,-14815.896,-19754.454
111757.015,-81693.813,-14828.472,-19771.223
111799.258,-81628.573,-14839.833,-19786.370
111843.777,-81559.715,-14851.787,-19802.309
111890.057,-81488.024,-14864.194,-19818.851
111932.845,-81421.641,-14875.647,-19834.122
111976.727,-81353.462,-14887.374,-19849.758
112015.539,-81293.075,-14897.731,-19863.567
112056.020,-81230.006,-14908.517,-19877.949
112098.688,-81163.437,-14919.869,-19893.085
112139.579,-81099.549,-14930.732,-19907.569
112181.335,-81034.218,-14941.808,-19922.337
112225.430,-80965.130,-14953.486,-19937.907
112264.849,-80903.279,-14963.909,-19951.804
112305.497,-80839.412,-14974.641,-19966.114
112348.544,-80771.682,-14985.989,-19981.244
112393.655,-80700.597,-14997.861,-19997.074
112436.292,-80633.312,-15009.064,-20012.011
112476.773,-80569.338,-15019.683,-20026.170
112536.638,-80474.571,-15035.358,-20047.069
112590.799,-80388.669,-15049.508,-20065.936
112647.979,-80297.806,-15064.415,-20085.812
112703.523,-80209.376,-15078.864,-20105.077
112759.143,-80120.657,-15093.301,-20124.327
112799.347,-80056.426,-15103.717,-20138.214
112840.369,-79990.797,-15114.328,-20152.363
112882.846,-79922.744,-15125.298,-20166.988
112926.142,-79853.279,-15136.459,-20181.871
112966.769,-79788.003,-15146.916,-20195.813
113006.078,-79724.760,-15157.017,-20209.281
113046.630,-79659.429,-15167.420,-20223.152
113089.198,-79590.754,-15178.323,-20237.688
113134.617,-79517.372,-15189.935,-20253.171
113174.790,-79452.371,-15200.187,-20266.841
113219.905,-79379.268,-15211.681,-20282.166
113261.927,-79311.077,-15222.368,-20296.415
113306.906,-79237.981,-15233.786,-20311.639
113350.398,-79167.194,-15244.807,-20326.333
113490.792,-78937.988,-15280.244,-20373.583
113533.360,-78868.277,-15290.948,-20387.854
113594.771,-78767.531,-15306.355,-20408.397
113640.538,-78692.314,-15317.811,-20423.672
113682.030,-78624.023,-15328.177,-20437.493
113729.510,-78545.759,-15340.016,-20453.279
113771.563,-78476.336,-15350.482,-20467.233
113815.268,-78404.081,-15361.339,-20481.709
113859.443,-78330.942,-15372.291,-20496.312
113901.814,-78260.686,-15382.776,-20510.291
113943.473,-78191.515,-15393.065,-20524.010
113990.574,-78113.190,-15404.676,-20539.491
114033.839,-78041.133,-15415.319,-20553.682
114076.089,-77970.667,-15425.693,-20567.513
114133.181,-77875.287,-15439.679,-20586.162
114191.501,-77777.666,-15453.928,-20605.161
114247.746,-77683.336,-15467.635,-20623.436
114305.930,-77585.566,-15481.776,-20642.292
114366.326,-77483.878,-15496.415,-20661.810
114404.359,-77419.735,-15505.612,-20674.073
114444.042,-77352.722,-15515.191,-20686.844
114490.705,-77273.808,-15526.432,-20701.832
114533.508,-77201.314,-15536.720,-20715.550
114578.006,-77125.837,-15547.394,-20729.782
114619.143,-77055.961,-15557.242,-20742.912
114660.658,-76985.344,-15567.160,-20756.136
114703.309,-76912.692,-15577.329,-20769.694
114743.477,-76844.175,-15586.886,-20782.438
114785.295,-76772.745,-15596.816,-20795.678
114834.335,-76688.850,-15608.436,-20811.170
114874.715,-76619.667,-15617.982,-20823.898
114918.456,-76544.619,-15628.301,-20837.657
114961.182,-76471.205,-15638.359,-20851.067
115004.484,-76396.695,-15648.530,-20864.629
115046.908,-76323.590,-15658.474,-20877.887
115093.193,-76243.714,-15669.298,-20892.319
115134.466,-76172.381,-15678.928,-20905.160
115175.285,-76101.736,-15688.433,-20917.832
115217.436,-76028.683,-15698.226,-20930.891
115263.145,-75949.347,-15708.823,-20945.019
115305.160,-75876.315,-15718.540,-20957.976
115353.247,-75792.604,-15729.636,-20972.770
115395.913,-75718.214,-15739.457,-20985.865
115440.774,-75639.882,-15749.760,-20999.602
115484.712,-75563.048,-15759.827,-21013.024
115526.227,-75490.346,-15769.317,-21025.678
115566.940,-75418.951,-15778.603,-21038.059
115612.740,-75338.517,-15789.025,-21051.955
115657.374,-75260.012,-15799.156,-21065.463
115704.174,-75177.571,-15809.753,-21079.592
115752.639,-75092.061,-15820.698,-21094.185
115797.409,-75012.944,-15830.782,-21107.631
115837.168,-74942.584,-15839.716,-21119.543
115898.212,-74834.373,-15853.395,-21137.782
115956.375,-74731.062,-15866.385,-21155.101
116010.770,-74634.262,-15878.494,-21171.246
116066.959,-74534.081,-15890.963,-21187.871
116125.039,-74430.331,-15903.809,-21204.999
116180.168,-74331.665,-15915.962,-21221.203
116235.497,-74232.456,-15928.119,-21237.414
116289.884,-74134.757,-15940.032,-21253.296
116346.838,-74032.253,-15952.465,-21269.874
116399.956,-73936.477,-15964.022,-21285.284
116456.941,-73833.538,-15976.380,-21301.761
116513.087,-73731.920,-15988.514,-21317.940
116567.639,-73633.005,-16000.264,-21333.606
116623.567,-73531.404,-16012.269,-21349.612
116676.814,-73434.496,-16023.660,-21364.800
116730.954,-73335.785,-16035.202,-21380.190
116785.864,-73235.486,-16046.869,-21395.746
116835.860,-73144.001,-16057.456,-21409.862
116892.456,-73040.252,-16069.400,-21425.788
116946.703,-72940.625,-16080.808,-21440.997
117002.713,-72837.568,-16092.544,-21456.645
117056.371,-72738.655,-16103.747,-21471.582
117112.183,-72635.583,-16115.357,-21487.063
117165.612,-72536.729,-16126.432,-21501.829
117219.834,-72436.225,-16137.630,-21516.760
117274.236,-72335.204,-16148.824,-21531.685
117326.981,-72237.081,-16159.638,-21546.103
117380.076,-72138.131,-16170.484,-21560.564
117435.175,-72035.260,-16181.697,-21575.515
117487.605,-71937.194,-16192.327,-21589.688
117539.696,-71839.589,-16202.849,-21603.719
117592.090,-71741.242,-16213.394,-21617.778
117641.592,-71648.164,-16223.321,-21631.014
117694.197,-71549.080,-16233.831,-21645.027
117747.624,-71448.269,-16244.464,-21659.205
117798.067,-71352.920,-16254.466,-21672.540
117850.417,-71253.797,-16264.806,-21686.327
117898.321,-71162.935,-16274.233,-21698.896
117948.659,-71067.299,-16284.102,-21712.056
118000.272,-70969.071,-16294.183,-21725.497
118051.999,-70870.455,-16304.247,-21738.915
118100.656,-70777.533,-16313.677,-21751.488
118151.254,-70680.741,-16323.446,-21764.513
118200.876,-70585.657,-16332.988,-21777.237
118253.913,-70483.849,-16343.148,-21790.782
118302.812,-70389.825,-16352.476,-21803.220
118354.213,-70290.819,-16362.243,-21816.243
118403.419,-70195.883,-16371.555,-21828.659
118452.562,-70100.906,-16380.818,-21841.010
118502.875,-70003.506,-16390.264,-21853.604
118553.425,-69905.479,-16399.714,-21866.205
118603.184,-69808.821,-16408.979,-21878.557
118654.767,-69708.448,-16418.542,-21891.308
118704.408,-69611.687,-16427.706,-21903.527
118753.109,-69516.601,-16436.659,-21915.464
118788.388,-69447.620,-16443.122,-21924.081
118928.856,-69172.148,-16468.657,-21958.128
118964.422,-69102.189,-16475.073,-21966.683
119001.280,-69029.600,-16481.701,-21975.519
119036.025,-68961.089,-16487.929,-21983.823
119071.827,-68890.410,-16494.325,-21992.352
119107.915,-68819.078,-16500.753,-22000.921
119142.882,-68749.878,-16506.960,-22009.198
119181.018,-68674.313,-16513.707,-22018.194
119216.220,-68604.475,-16519.914,-22026.471
119252.387,-68532.634,-16526.271,-22034.946
119289.192,-68459.434,-16532.717,-22043.541
119323.416,-68391.287,-16538.692,-22051.507
119372.065,-68294.277,-16547.151,-22062.787
119425.511,-68187.515,-16556.400,-22075.118
119474.302,-68089.884,-16564.802,-22086.320
119522.832,-67992.612,-16573.120,-22097.411
119570.885,-67896.138,-16581.317,-22108.340
119619.756,-67797.858,-16589.613,-22119.402
119666.424,-67703.854,-16597.499,-22129.916
119712.520,-67610.855,-16605.251,-22140.253
119758.263,-67518.425,-16612.909,-22150.462
119806.159,-67421.487,-16620.888,-22161.102
119853.886,-67324.734,-16628.801,-22171.652
119900.336,-67230.417,-16636.464,-22181.869
119947.223,-67135.062,-16644.161,-22192.133
119995.730,-67036.248,-16652.085,-22202.697
120045.000,-66935.712,-16660.091,-22213.372
120091.397,-66840.884,-16667.592,-22223.373
120138.816,-66743.810,-16675.219,-22233.542
120185.607,-66647.866,-16682.706,-22243.525
120230.616,-66555.431,-16689.871,-22253.079
120281.429,-66450.905,-16697.918,-22263.807
120327.456,-66356.064,-16705.167,-22273.473
120372.425,-66263.259,-16712.212,-22282.867
120420.781,-66163.304,-16719.748,-22292.914
120465.251,-66071.235,-16726.641,-22302.105
120509.762,-65978.940,-16733.505,-22311.256
120552.843,-65889.474,-16740.113,-22320.068
120597.625,-65796.333,-16746.948,-22329.180
120640.888,-65706.216,-16753.515,-22337.937
120685.482,-65613.186,-16760.248,-22346.915
120730.956,-65518.172,-16767.077,-22356.019
120776.225,-65423.437,-16773.837,-22365.032
120822.401,-65326.653,-16780.693,-22374.174
120865.270,-65236.662,-16787.022,-22382.613
120908.986,-65144.753,-16793.441,-22391.172
120953.100,-65051.869,-16799.883,-22399.760
120997.828,-64957.546,-16806.376,-22408.418
121041.967,-64864.320,-16812.747,-22416.912
121084.664,-64774.006,-16818.874,-22425.082
121127.093,-64684.126,-16824.929,-22433.155
121168.898,-64595.437,-16830.860,-22441.064
121211.793,-64504.303,-16836.912,-22449.132
121256.547,-64409.073,-16843.188,-22457.500
121298.746,-64319.144,-16849.070,-22465.343
121340.861,-64229.263,-16854.906,-22473.125
121380.683,-64144.155,-16860.392,-22480.440
121423.113,-64053.342,-16866.204,-22488.188
121463.803,-63966.128,-16871.744,-22495.575
121506.956,-63873.500,-16877.584,-22503.361
121548.062,-63785.135,-16883.112,-22510.733
121589.407,-63696.129,-16888.639,-22518.102
121630.576,-63607.373,-16894.108,-22525.394
121674.004,-63513.609,-16899.841,-22533.038
121713.083,-63429.113,-16904.967,-22539.873
121755.245,-63337.823,-16910.464,-22547.201
121794.142,-63253.483,-16915.502,-22553.919
121834.244,-63166.409,-16920.665,-22560.802
121876.988,-63073.464,-16926.131,-22568.091
121919.755,-62980.328,-16931.563,-22575.334
121959.383,-62893.906,-16936.563,-22582.000
122000.698,-62803.674,-16941.742,-22588.905
122038.963,-62719.988,-16946.506,-22595.258
122079.377,-62631.481,-16951.505,-22601.923
122118.348,-62546.013,-16956.294,-22608.308
122157.699,-62459.594,-16961.097,-22614.711
122196.634,-62373.971,-16965.817,-22621.005
122234.344,-62290.929,-16970.358,-22627.060
122272.337,-62207.153,-16974.903,-22633.120
122310.934,-62121.931,-16979.489,-22639.234
122351.232,-62032.828,-16984.243,-22645.573
122390.646,-61945.558,-16988.859,-22651.728
122427.425,-61864.013,-16993.137,-22657.431
122467.353,-61775.367,-16997.748,-22663.579
122505.942,-61689.573,-17002.171,-22669.477
122544.163,-61604.482,-17006.521,-22675.277
122583.168,-61517.528,-17010.927,-22681.152
122623.437,-61427.630,-17015.441,-22687.170
122674.367,-61313.749,-17021.099,-22694.715
122711.514,-61230.556,-17025.190,-22700.169
122746.936,-61151.126,-17029.063,-22705.333
122782.943,-61070.282,-17032.971,-22710.544
122820.364,-60986.152,-17037.002,-22715.919
122858.971,-60899.240,-17041.128,-22721.420
122895.710,-60816.420,-17045.024,-22726.614
122930.321,-60738.301,-17048.666,-22731.470
122967.688,-60653.852,-17052.568,-22736.672
123003.553,-60572.692,-17056.283,-22741.626
123040.454,-60489.079,-17060.075,-22746.682
123074.615,-60411.578,-17063.558,-22751.326
123111.237,-60328.389,-17067.262,-22756.265
123144.609,-60252.485,-17070.611,-22760.730
123228.940,-60060.277,-17078.959,-22771.860
123264.660,-59978.690,-17082.445,-22776.508
123299.278,-59899.519,-17085.795,-22780.975
123334.078,-59819.833,-17089.135,-22785.429
123372.082,-59732.698,-17092.750,-22790.248
123407.549,-59651.273,-17096.093,-22794.705
123432.716,-59593.430,-17098.447,-22797.844
123459.957,-59530.764,-17100.978,-22801.219
123485.772,-59471.322,-17103.360,-22804.396
123510.686,-59413.901,-17105.645,-22807.442
123537.410,-59352.250,-17108.079,-22810.687
123566.049,-59286.119,-17110.668,-22814.139
123597.313,-59213.845,-17113.472,-22817.878
123622.715,-59155.065,-17115.733,-22820.893
123650.097,-59091.644,-17118.153,-22824.119
123677.159,-59028.900,-17120.527,-22827.284
123701.810,-58971.692,-17122.674,-22830.147
123728.282,-58910.205,-17124.963,-22833.199
123754.200,-58849.947,-17127.188,-22836.165
123781.768,-58785.788,-17129.536,-22839.297
123807.555,-58725.719,-17131.716,-22842.203
123833.867,-58664.369,-17133.923,-22845.146
123861.220,-58600.529,-17136.200,-22848.182
123889.145,-58535.289,-17138.505,-22851.255
123915.626,-58473.363,-17140.674,-22854.146
123942.707,-58409.971,-17142.873,-22857.079
123968.672,-58349.135,-17144.964,-22859.868
123995.387,-58286.480,-17147.099,-22862.714
124022.055,-58223.875,-17149.212,-22865.531
124049.286,-58159.886,-17151.351,-22868.383
124076.330,-58096.275,-17153.457,-22871.191
124103.664,-58031.918,-17155.567,-22874.004
124128.954,-57972.317,-17157.502,-22876.585
124154.262,-57912.618,-17159.423,-22879.146
124182.178,-57846.704,-17161.523,-22881.945
124207.805,-57786.136,-17163.432,-22884.491
124235.608,-57720.360,-17165.486,-22887.229
124262.136,-57657.540,-17167.426,-22889.816
124288.729,-57594.504,-17169.353,-22892.386
124315.801,-57530.271,-17171.297,-22894.977
124345.893,-57458.797,-17173.434,-22897.827
124373.274,-57393.694,-17175.359,-22900.394
124399.089,-57332.256,-17177.156,-22902.790
124424.978,-57270.581,-17178.941,-22905.169
124452.012,-57206.117,-17180.786,-22907.629
124479.591,-57140.291,-17182.648,-22910.112
124510.039,-57067.537,-17184.681,-22912.823
124535.357,-57006.981,-17186.353,-22915.052
124560.834,-56945.987,-17188.019,-22917.273
124589.115,-56878.212,-17189.847,-22919.711
124616.121,-56813.428,-17191.573,-22922.013
124646.720,-56739.949,-17193.506,-22924.589
124675.293,-56671.260,-17195.288,-22926.965
124701.595,-56607.966,-17196.909,-22929.127
124726.753,-56547.367,-17198.442,-22931.171
124752.268,-56485.854,-17199.980,-22933.221
124779.283,-56420.659,-17201.588,-22935.366
124818.371,-56326.215,-17203.881,-22938.423
124853.270,-56241.776,-17205.893,-22941.106
124887.304,-56159.328,-17207.823,-22943.679
124920.155,-56079.647,-17209.656,-22946.123
124954.910,-55995.242,-17211.563,-22948.666
124988.532,-55913.485,-17213.377,-22951.083
125020.420,-55835.853,-17215.067,-22953.338
125054.007,-55753.984,-17216.818,-22955.672
125086.929,-55673.638,-17218.503,-22957.919
125122.735,-55586.141,-17220.302,-22960.317
125157.826,-55500.281,-17222.029,-22962.620
125192.293,-55415.836,-17223.693,-22964.838
125225.921,-55333.345,-17225.283,-22966.959
